target,redirectURL,title,generator,statewideAlerts,stateTemplate,JQuery,GoogleAnalytics,errorcode,errormessage
https://fppcada.fppc.ca.gov/,,FPPC ADA Compliant Forms,,,,,,,
https://frap.fire.ca.gov/,,,,,,,,CERT_HAS_EXPIRED,certificate has expired
https://freeventureprogram.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 209.232.126.21:443
https://fresno.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 165.235.95.4:443
https://futureofwork.ca.gov/,https://www.labor.ca.gov/labor-and-workforce-development-agency/fowc/,Future of Work Commission | LWDA,CAWeb v.1.11.0,,https://www.labor.ca.gov/wp-content/themes/CAWeb/src/version-6.0/cagov.core.js?ver=1.11.0,https://www.labor.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-Y7T2KCM7P1,G-YSQBHYZ0HH,UA-24087628-9,UA-3419582-2,UA-3419582-47",,
https://futureofwork.cnra.ca.gov/,,Certified Regulatory Programs – Notices of Determination – CEQA requires agencies with Certified Regulatory Programs to file Notices of Decision (NOD) with the California Natural Resources Agency.,,https://alert.cdt.ca.gov/,https://futureofwork.cnra.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-3419582-2,UA-59627195-7",,
https://gamagroundwater.waterboards.ca.gov/,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,GAMA Groundwater,,,,https://code.jquery.com/jquery-3.4.0.min.js,,,
https://gcc.sco.ca.gov/,,GCC,,,,https://gcc.sco.ca.gov/scripts/jquery-3.5.1.min.js,GTM-KX7MF5M,,
https://geosteam.conservation.ca.gov/,,Geothermal Well Search,,,,https://geosteam.conservation.ca.gov/bundles/jquery?v=2u0aRenDpYxArEyILB59ETSCA2cfQkSMlxb6jbMBqf81,"G-69TD0KNT0F,G-N4MB98DBXY,UA-3419582-2,UA-34494709-5",,
https://geotracker.waterboards.ca.gov/,,GeoTracker,,,https://geotracker.waterboards.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,GTM-NP6RZTM,,
https://gis.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND gis.ca.gov
https://gis.cdph.ca.gov/,,,,,,,GTM-KVN6ZCB,,
https://gis.cdtfa.ca.gov/,,Find a Sales and Use Tax Rate,,,,,,,
https://glenncourt.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND glenncourt.ca.gov
https://gobiz.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 13.56.65.113:443
https://govelect.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND govelect.ca.gov
https://governor.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND governor.ca.gov
https://granada.ca.gov/,,Granada Community Services District,,,,,,,
https://grassvalley.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND grassvalley.ca.gov
https://greenbank.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://handbook.data.ca.gov/,,Open Data Handbook | CAWeb,CAWeb v.1.11.0,,https://handbook.data.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://handbook.data.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-S7KNWXCGXE,G-Y7T2KCM7P1,UA-3419582-2,UA-3419582-47",,
https://hbex.coveredca.com/,,California's Health Benefit Exchange,,,https://hbex.coveredca.com/js/cagov.core.js?v=1.0,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,GTM-MZ6V4GW,,
https://hcai.ca.gov/,,HCAI - Department of Health Care Access and Information,,,,https://hcai.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://hcrc.ca.gov/,,Habeas Corpus Resource Center (HCRC),,,https://hcrc.ca.gov/js/cagov.core.js,,UA-20973992-30,,
https://healthcarecompare.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND healthcarecompare.ca.gov
https://healthcareportal.cdph.ca.gov/,,CalHEART Welcome,,,,https://healthcareportal.cdph.ca.gov/Javascript/jquery-1.7.2.min.js,"UA-3419582-2,UA-38845284-1",,
https://healthcarequality.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://healthcarevolunteers.ca.gov/,,DHV of California,,,,https://healthcarevolunteers.ca.gov/js-40e616addffda3fc3003318e6568279f74b894d2/suit/lib/jquery.js,G-X977ZY5DXX,,
https://healthcorps.ca.gov/,,,,,,,,,Resource was not loaded. Status: 404
https://healthexchange.ca.gov/,,California's Health Benefit Exchange,,,https://healthexchange.ca.gov/js/cagov.core.js?v=1.0,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,GTM-MZ6V4GW,,
https://healthhelp.ca.gov/,https://www.dmhc.ca.gov/?referral=healthhelp.ca.gov,California Department of Managed Health Care,,https://alert.cdt.ca.gov/,https://www.dmhc.ca.gov/Portals/_default/Skins/CAgov_oceanside/js/cagov.core.js,https://www.dmhc.ca.gov/Resources/libraries/jQuery/03_05_01/jquery.js?cdv=691,"G-69TD0KNT0F,G-ZGVNWLCQD3",,
https://heber.ca.gov/,,Home | The Heber Public Utility District,Drupal 8 (https://www.drupal.org),,,,,,
https://heliplates.dot.ca.gov/,,Division of Aeronautics,,,https://heliplates.dot.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,,,
https://hellosavings.ca.gov/,,Hello Savings!,,,,https://ajax.googleapis.com/ajax/libs/jquery/3.4.1/jquery.min.js,"G-HTYPNEVXNL,UA-15934248-11,UA-1915322-13,UA-23611081-1",,
https://heritageranchcsd.ca.gov/,,Heritage Ranch Community Services District,,,,,UA-40786643-1,,
https://hhsdc.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND hhsdc.ca.gov
https://highlandsrec.ca.gov/,,Highlands Recreation District,,,,,,,
https://hmohelp.ca.gov/,https://www.dmhc.ca.gov/?referral=hmohelp.ca.gov,California Department of Managed Health Care,,https://alert.cdt.ca.gov/,https://www.dmhc.ca.gov/Portals/_default/Skins/CAgov_oceanside/js/cagov.core.js,https://www.dmhc.ca.gov/Resources/libraries/jQuery/03_05_01/jquery.js?cdv=691,"G-69TD0KNT0F,G-ZGVNWLCQD3",,
https://hollister.ca.gov/,,"City of Hollister, California",,,,https://hollister.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://hrnet.calhr.ca.gov/,,,,,,,,,
https://humboldtcourt.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 12.176.93.80:443
https://hwts.dtsc.ca.gov/,,Hazardous Waste Tracking System,,,https://hwts.dtsc.ca.gov/rjs/cagov.core.js,https://code.jquery.com/jquery-3.4.1.min.js,"G-69TD0KNT0F,G-J9LBN7HTWJ",,
https://iep.ca.gov/,,Interagency Ecological Program > Home,,https://alert.cdt.ca.gov/,https://iep.ca.gov/Portals/_default/skins/cagov_trinity/js/cagov.core.js,https://iep.ca.gov/Resources/libraries/jQuery/03_07_01/jquery.js?cdv=470,G-YSTKZ5TE6T,,
https://ig.dot.ca.gov/,,Inspector General - California Department of Transportation | IOAI,,https://alert.cdt.ca.gov/,https://ig.dot.ca.gov/js/cagov.core.min.js,https://code.jquery.com/jquery-3.4.1.min.js,"G-2E0Z1X4NN2,G-69TD0KNT0F",,
https://ihss.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND ihss.ca.gov
https://imperial.ca.gov/,,,,,,,,ECONNRESET,Client network socket disconnected before secure TLS connection was established
https://infosecurity.ca.gov/,,,,,,,,ECONNRESET,connect ECONNRESET 67.157.98.40:443
https://inmatelocator.cdcr.ca.gov/,,IIS Windows Server,,,,,,,
https://innovation.ca.gov/,,Office of Data and Innovation,,https://alert.cdt.ca.gov/,,,GTM-PQRTS7Z,,
https://int.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND int.ca.gov
https://intranet.calepa.ca.gov/,,Intranet - CalEPA | Our internal website for employees!,CAWeb v.1.11.0,,https://intranet.calepa.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://intranet.calepa.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-DQ3VBC4CR1,G-Y7T2KCM7P1,UA-3419582-2,UA-3419582-47",,
https://intranet.ots.ca.gov/,https://intranet.ots.ca.gov/wp-login.php?redirect_to=%2F,Log In ‹ OTS – Intranet — WordPress,,,,https://intranet.ots.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://inyocourt.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: inyocourt.ca.gov. is not in the cert's altnames: DNS:courts.ca.gov, DNS:www.courts.ca.gov, DNS:appellatecases.courtinfo.ca.gov, DNS:cidcs.courtinfo.ca.gov, DNS:interpreterportal.courts.ca.gov, DNS:jbsis.courtinfo.ca.gov, DNS:jrn.courts.ca.gov, DNS:www2.courtinfo.ca.gov, DNS:www4.courtinfo.ca.gov"
https://iscc.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND iscc.ca.gov
https://islavistacsd.ca.gov/,,,,,,,,ETIMEDOUT,
https://jcsd.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://jobs.spb.ca.gov/,,,,,,,,,
https://jointventureprogram.ca.gov/,,,,,,,,UNABLE_TO_VERIFY_LEAF_SIGNATURE,unable to verify the first certificate
https://jud.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND jud.ca.gov
https://kids.parks.ca.gov/,,Kids in Parks,,,,https://kids.parks.ca.gov/vendor/jquery/jquery.min.js,"G-NQRMQVQ7T5,UA-3419582-2",,
https://labormarketinfo.edd.ca.gov/,,EDD Labor Market Information Division - Home Page,,,https://labormarketinfo.edd.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.4.1.min.js,"G-ZQ9HCV9HTL,GTM-KKXR5S9,UA-3419582-31",,
https://laclear.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND laclear.ca.gov
https://lafco.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND lafco.ca.gov
https://laif.sco.ca.gov/,,State Controller's Home,,,,,GTM-PQHTQRV,,
https://laifonline.treasurer.ca.gov/,,Log in - LAIF Application,,,,https://laifonline.treasurer.ca.gov/bundles/jquery?v=WXuFDBxLYWHBFWDTN9-slDEuELq8rP2I3NZttVVWYM81,"UA-1867705-11,UA-3419582-2",,
https://laimpact.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND laimpact.ca.gov
https://landlordtenant.dre.ca.gov/,,Housing Is Key,,,https://landlordtenant.dre.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.5.1.min.js,,,
https://lao.ca.gov/,,Legislative Analyst’s Office,,,,https://lao.ca.gov/bundles/jquery?v=ACWWcBuLE0mR_PCUtXAkdEqu6a15HH4cyjBsuR651Bo1,G-V20H6V9DXQ,,
https://laotest.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND laotest.ca.gov
https://lc.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND lc.ca.gov
https://lcbtest.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND lcbtest.ca.gov
https://lcf.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: lcf.ca.gov. is not in the cert's altnames: DNS:*.wpengine.com, DNS:wpengine.com"
https://lctest.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND lctest.ca.gov
https://ldctest.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND ldctest.ca.gov
https://leg.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND leg.ca.gov
https://legacy.template.webstandards.ca.gov/,,California State Website Template (Version 5.5),,,https://legacy.template.webstandards.ca.gov/js/cagov.core.js,https://code.jquery.com/jquery-3.6.0.min.js,UA-3419582-2,,
https://leginfo.ca.gov/,,,,,,,,ECONNREFUSED,connect ECONNREFUSED 192.234.213.1:443
https://legis.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 192.234.213.36:443
https://legislativecounsel.ca.gov/,,Welcome to the Legislative Counsel of California | Legislative Counsel,,,,,G-1YH3XCCU0V,,
https://legislature.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND legislature.ca.gov
https://lemonlaw.ca.gov/,https://www.dca.ca.gov/acp/,Arbitration Certification Program - CA Department of Consumer Affairs,,,,https://cdnjs.cloudflare.com/ajax/libs/jquery/3.1.0/jquery.min.js,"G-69TD0KNT0F,G-F2FZM7Q8TN,UA-21974567-32,UA-3419582-2",,
https://letsgethealthy.ca.gov/,,Let's Get Healthy California,"Powered by Slider Revolution 6.7.7 - responsive, Mobile-Friendly Slider Plugin for WordPress with comfortable drag and drop interface.",,,https://letsgethealthy.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,GTM-583MD7K,,
https://letsgethealthytest.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND letsgethealthytest.ca.gov
https://lgma.ca.gov/,,California Leafy Greens Marketing Agreement | Home Page,SEOmatic,,,https://lgma.ca.gov/assets/js/jquery.min.js?id=dc5e7f18c8d36ac1d3d4,UA-1545484-20,,
https://lgrsonline.sco.ca.gov/,https://lgrsonline.sco.ca.gov/account/login,Log in - LGRS Online,,,,https://lgrsonline.sco.ca.gov/Scripts/jquery-1.10.2.js,GTM-K5ZRSNK,,
https://lhc.ca.gov/,,,,,,,,,Resource was not loaded. Status: 403
https://lhctest.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND lhctest.ca.gov
https://liob.cpuc.ca.gov/,,LIOB | Low Income Oversight Board,CAWeb v.1.11.0,,https://liob.cpuc.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://liob.cpuc.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-DZDGMK1BF8,G-Y7T2KCM7P1,UA-1915322-16,UA-3419582-2,UA-3419582-47",,
https://listmanager.ftb.ca.gov/,https://www.ftb.ca.gov/about-ftb/newsroom/subscriptions.asp,Subscription services | FTB.ca.gov,,,https://www.ftb.ca.gov/js/cagov.core.js,https://www.ftb.ca.gov/js/libs/jquery.js,"G-EQVZX0SCVD,GTM-NJ6Q4MV,UA-3419582-45",,
https://listserv.state.ca.gov/,https://listserv.state.ca.gov/wa.exe?INDEX,LISTSERV - LISTSERV Archives - LISTSERV.STATE.CA.GOV,,,,https://listserv.state.ca.gov/archives/js/jquery/jquery-3.6.1.min.js,,,
https://lminfo-test.ca.gov/,,,,,,,,ECONNRESET,read ECONNRESET
https://loomis.ca.gov/,,"Home - Loomis, CA",Site Kit by Google 1.126.0,,,https://loomis.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://losaltoshills.ca.gov/,,"Los Altos Hills, CA | Official Website",,,,https://losaltoshills.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-B31D08W17S,GTM-K73C5PS,GTM-WKGQMK5",,
https://lp.post.ca.gov/,https://lp.post.ca.gov/PublicWelcome.aspx,,,,,https://lp.post.ca.gov/_assets/js/jquery3.min.js,,,
https://lptest.post.ca.gov/,https://lptest.post.ca.gov/PublicWelcome.aspx,,,,,https://lptest.post.ca.gov/_assets/js/jquery3.min.js,,,
https://ltg.ca.gov/,,Lieutenant Governor - Office of the Lt. Governor of California,CAWeb v.1.11.0,,https://ltg.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://ltg.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-T47RW7TGKE,G-Y7T2KCM7P1,UA-21431721-7,UA-3419582-2,UA-3419582-47",,
https://lunar.fppc.ca.gov/,https://lunar.fppc.ca.gov/content/fppc-v2/fppc-www.html,FPPC Home,,,,,"G-1V1D6GRFKL,UA-22860881-1,UA-3419582-2",,
https://madera.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: madera.ca.gov. is not in the cert's altnames: DNS:*.madera.gov, DNS:*.cityofmadera.com, DNS:*.cityofmadera.gov, DNS:cityofmadera.com, DNS:cityofmadera.gov, DNS:madera.gov"
https://maderacity.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: maderacity.ca.gov. is not in the cert's altnames: DNS:*.madera.gov, DNS:*.cityofmadera.com, DNS:*.cityofmadera.gov, DNS:cityofmadera.com, DNS:cityofmadera.gov, DNS:madera.gov"
https://maderapd.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: maderapd.ca.gov. is not in the cert's altnames: DNS:*.madera.gov, DNS:*.cityofmadera.com, DNS:*.cityofmadera.gov, DNS:cityofmadera.com, DNS:cityofmadera.gov, DNS:madera.gov"
https://mail.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND mail.ca.gov
https://maps.cdtfa.ca.gov/,,Find a Sales and Use Tax Rate,,,,,,,
https://maps.conservation.ca.gov/,,Department of Conservation Map Server,,,https://maps.conservation.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,"G-69TD0KNT0F,G-XL3D15KXV3,UA-3419582-2,UA-34494709-3",,
https://marinespecies.wildlife.ca.gov/,,CA Marine Species Portal,,,https://marinespecies.wildlife.ca.gov/js/cagov.core.js,https://marinespecies.wildlife.ca.gov/js/libs/jquery.js,G-SGQRQW0TRJ,,
https://mce.ca.gov/,,,,,,,,,Resource was not loaded. Status: 403
https://mctest.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND mctest.ca.gov
https://mcweb.apps.prd.cammis.medi-cal.ca.gov/,,State of California,,,,,,,
https://medalofvalor.ca.gov/,,Medal of Valor Awards - Home,,,https://medalofvalor.ca.gov/js/cagov.core.js,http://ajax.googleapis.com/ajax/libs/jquery/1.11.1/jquery.min.js,UA-3419582-2,,
https://medassist.cdph.ca.gov/,,CDPH,,,,,,,
https://medassistportal.cdph.ca.gov/,,CDPH,,,,,,,
https://meganslaw.ca.gov/,https://meganslaw.ca.gov/Disclaimer,Disclaimer - Megan's Law Website,,,,https://meganslaw.ca.gov/js/jquery.min.js?v=9_aliU8dGd2tb6OSsuzixeV4y_faTqgFtohetphbbj0,"G-T9ZI9BACTW,G-VPVEMSZPKK",,
https://metrofire.ca.gov/,,Sacramento Metropolitan Fire District,,,,,,,
https://mfde.wildlife.ca.gov/,,Marine Fisheries Data Explorer,,,https://mfde.wildlife.ca.gov/js/cagov.core.js,https://mfde.wildlife.ca.gov/js/libs/jquery.js,G-MZGV0EZPY2,,
https://mhsoac.ca.gov/,,Mental Health Services Oversight & Accountability Commission (MHSOAC) - State of California,CAWeb v.1.5.1,,,https://c0.wp.com/c/6.5.4/wp-includes/js/jquery/jquery.min.js,"G-5L308BQ8BW,UA-12799586-1",,
https://midasweb.energy.ca.gov/,https://midasweb.energy.ca.gov/Login,MIDAS Login,,,,,,,
https://mileagelogintranet-dev.apps.dgs.ca.gov/,,Mileage Log - Office of Fleet Assets and Management,,,https://mileagelogintranet-dev.apps.dgs.ca.gov/ST/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,,,
https://mileagelogintranet.apps.dgs.ca.gov/,,Mileage Log - Office of Fleet Assets and Management,,,https://mileagelogintranet.apps.dgs.ca.gov/ST/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,,,
https://militarycouncil.ca.gov/,,Military Council | State of CA Governor's Military Council,CAWeb v.1.11.0,,https://militarycouncil.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://militarycouncil.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-69TD0KNT0F,G-9V2RHGT1EJ,G-Y7T2KCM7P1,UA-21970760-36,UA-3419582-2,UA-3419582-47",,
https://milpitas.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND milpitas.ca.gov
https://mlfd.ca.gov/,,Mammoth Lakes Fire Department | Mammoth Lakes California,WordPress 6.5.4,,,https://mlfd.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://mobile.cdpr.ca.gov/,,Department of Pesticide Regulation Mobile Gallery,,,,,"UA-3419582-2,UA-5300495-1",,
https://monocounty.ca.gov/,,Home Page | Mono County California,,,,,UA-22821328-1,,
https://montereypark.ca.gov/,,,,,,,,,Resource was not loaded. Status: 404
https://montezumafiredistrictsolano.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: montezumafiredistrictsolano.ca.gov. is not in the cert's altnames: DNS:*.getpantheon.com, DNS:*.gotpantheon.com, DNS:*.pantheon.io, DNS:*.pantheonsite.io, DNS:getpantheon.com, DNS:gotpantheon.com, DNS:pantheonsite.io"
https://morgan-hill.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND morgan-hill.ca.gov
https://morganhill.ca.gov/,,"City of Morgan Hill, CA - Official Website | Official Website",,,,https://morganhill.ca.gov/Assets/Scripts/jQuery/jquery-2.2.4.min.js,"G-PMD5WBK6KL,GTM-K73C5PS,GTM-WKGQMK5",,
https://mrca.ca.gov/,,MRCA,WordPress 6.4.4,,,https://code.jquery.com/jquery-1.12.4.min.js,UA-1633733-24,,
https://mrcapublicsafety.ca.gov/,,,,,,,,ECONNRESET,Client network socket disconnected before secure TLS connection was established
https://mss.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND mss.ca.gov
https://mtc.ca.gov/,,"Metropolitan Transportation Commission | MTC is the transportation planning, financing and coordinating agency for the nine-county San Francisco Bay Area.",Drupal 10 (https://www.drupal.org),,,https://mtc.ca.gov/core/assets/vendor/jquery/jquery.min.js?v=3.7.1,"G-875ZLGCEXJ,UA-7328958-2",,
https://my.calpers.ca.gov/,https://auth.my.calpers.ca.gov/35239553-f454-4ff8-938c-856a90c45fae/b2c_1a_signin/oauth2/v2.0/authorize?client_id=cfb6615d-8786-4331-918b-b0a0e2e0338b&nonce=5BSDIdLIGyUZ2d-t-Xq31Gw&redirect_uri=https%3A%2F%2Fmy.calpers.ca.gov%2Foauth%2Fclient%2Fredirect&response_type=code&scope=openid&state=000fffff49082a93,Loading...,,,,,G-BACKGROUND,,
https://mycalpers.ca.gov/,https://auth.my.calpers.ca.gov/35239553-f454-4ff8-938c-856a90c45fae/b2c_1a_signin/oauth2/v2.0/authorize?client_id=cfb6615d-8786-4331-918b-b0a0e2e0338b&nonce=5qOdA9oYGN5W1JhESCrW3iw&redirect_uri=https%3A%2F%2Fmy.calpers.ca.gov%2Foauth%2Fclient%2Fredirect&response_type=code&scope=openid&state=000fffff6af86092,Loading...,,,,,G-BACKGROUND,,
https://mychildcare.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND mychildcare.ca.gov
https://mycusd.capousd.org/,,,,,,,,,
https://myedd.edd.ca.gov/,https://myedd.edd.ca.gov/s/,,,,,,,,
https://myturn.ca.gov/,,My Turn - California Vaccine Scheduling & Notifications,,,,,"G-RJPGSHNVCG,GTM-5THG92K,GTM-WC8N8KN,UA-21974567-38,UA-3419582-2",,
https://myturnvolunteer.ca.gov/,,,,,,,,,Resource was not loaded. Status: 403
https://myvaccinerecord.cdph.ca.gov/,,Digital Vaccine Record,,,,,"GTM-5L4RSCS,UA-21974567-47,UA-3419582-2",,
https://nahc.ca.gov/,,California Native American Heritage Commission,,https://alert.cdt.ca.gov/,https://nahc.ca.gov/js/cagov.core.js,https://ajax.googleapis.com/ajax/libs/jquery/3.2.1/jquery.min.js,"UA-3419582-2,UA-59627195-7",,
https://napa.ca.gov/,,,,,,,,ETIMEDOUT,connect ETIMEDOUT 209.78.56.66:443
https://napasheriff.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,Hostname/IP does not match certificate's altnames: Host: napasheriff.ca.gov. is not in the cert's altnames: DNS:services.countyofnapa.org
https://natureworks.resources.ca.gov/,,natureworks.resources.ca.gov — Domain default page,,,,,,,
https://nchidta.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: nchidta.ca.gov. is not in the cert's altnames: DNS:acc.ncric.org, DNS:nchidta.com, DNS:nchidta.net, DNS:nchidta.org, DNS:ncmostwanted.org, DNS:ncric.net, DNS:ncric.org, DNS:ncrttac.org, DNS:new.ncric.org, DNS:new.northerncaliforniamostwanted.org, DNS:northerncaliforniamostwanted.com, DNS:northerncaliforniamostwanted.org, DNS:www.nchidta.com, DNS:www.nchidta.net, DNS:www.nchidta.org, DNS:www.ncmostwanted.org, DNS:www.ncric.net, DNS:www.ncric.org, DNS:www.ncrttac.org, DNS:www.northerncaliforniamostwanted.com, DNS:www.northerncaliforniamostwanted.org"
https://ncric.ca.gov/,,Public Awareness and Safety Programs |San Francisco Bay Area,WordPress 6.5.4,,,https://ncric.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://ncsd.ca.gov/,,"Nipomo Community Services District | NSCD Nipomo, California",Powered by WPBakery Page Builder - drag and drop page builder for WordPress.,,,https://ncsd.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://nctc.ca.gov/,,,,,,,,ERR_TLS_CERT_ALTNAME_INVALID,"Hostname/IP does not match certificate's altnames: Host: nctc.ca.gov. is not in the cert's altnames: DNS:*.catapultcms.com, DNS:catapultcms.com"
https://net.ca.gov/,,,,,,,,ENOTFOUND,getaddrinfo ENOTFOUND net.ca.gov
https://news.caloes.ca.gov/,,Cal OES News | NEWSROOM | Multimedia | California Governor's Office of Emergency Services,CAWeb v.1.7.1,https://alert.cdt.ca.gov/,,https://c0.wp.com/c/6.1.6/wp-includes/js/jquery/jquery.min.js,"G-4LTV08W77G,G-69TD0KNT0F",,
https://nhts.dot.ca.gov/,,National Household Travel Survey,,,https://nhts.dot.ca.gov/resources/js/cagov.core.js,https://nhts.dot.ca.gov/js/jquery.min.js,"UA-21431721-9,UA-3419582-2",,
https://nifty-turing-0ad445.netlify.app/,,COVID19.CA.GOV,,,,,"UA-21974567-38,UA-3419582-2",,
https://nvta.ca.gov/,,Home - NVTA,,,,https://nvta.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,,,
https://oal.ca.gov/,,OAL | Office of Administrative Law,CAWeb v.1.11.0,https://alert.cdt.ca.gov/alert.js?ver=1.0.0,https://oal.ca.gov/wp-content/themes/CAWeb/src/version-5.5/cagov.core.js?ver=1.11.0,https://oal.ca.gov/wp-includes/js/jquery/jquery.min.js?ver=3.7.1,"G-3LCY3X8048,G-69TD0KNT0F,G-Y7T2KCM7P1,UA-20973992-16,UA-3419582-2,UA-3419582-47",,
https://ociac.ca.gov/,https://ociac.ca.gov/?AspxAutoDetectCookieSupport=1,Orange County Intelligence Assessment Center - Home,,,,,UA-47341125-1,,
